message,sentiment
defrauding,negative
defunct,negative
defy,negative
degenerate,negative
degenerately,negative
degeneration,negative
degradation,negative
degrade,negative
degrading,negative
degradingly,negative
dehumanization,negative
dehumanize,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejection,negative
delay,negative
delayed,negative
delaying,negative
delays,negative
delinquency,negative
delinquent,negative
delirious,negative
delirium,negative
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demean,negative
demeaning,negative
demise,negative
demolish,negative
demolisher,negative
demon,negative
demonic,negative
demonize,negative
demonized,negative
demonizes,negative
demonizing,negative
demoralize,negative
demoralizing,negative
demoralizingly,negative
denial,negative
denied,negative
denies,negative
denigrate,negative
denounce,negative
dense,negative
dent,negative
dented,negative
dents,negative
denunciate,negative
denunciation,negative
denunciations,negative
deny,negative
denying,negative
deplete,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deprave,negative
depraved,negative
depravedly,negative
deprecate,negative
depress,negative
depressed,negative
depressing,negative
depressingly,negative
depression,negative
depressions,negative
deprive,negative
deprived,negative
deride,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
derogatory,negative
desecrate,negative
desert,negative
desertion,negative
desiccate,negative
desiccated,negative
desititute,negative
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destains,negative
destitute,negative
destitution,negative
destroy,negative
destroyer,negative
destruction,negative
destructive,negative
desultory,negative
deter,negative
deteriorate,negative
deteriorating,negative
deterioration,negative
deterrent,negative
detest,negative
detestable,negative
detestably,negative
detested,negative
detesting,negative
detests,negative
detract,negative
detracted,negative
detracting,negative
detraction,negative
detracts,negative
detriment,negative
detrimental,negative
devastate,negative
devastated,negative
devastates,negative
devastating,negative
devastatingly,negative
devastation,negative
deviate,negative
deviation,negative
devil,negative
devilish,negative
devilishly,negative
devilment,negative
devilry,negative
devious,negative
deviously,negative
deviousness,negative
devoid,negative
diabolic,negative
diabolical,negative
diabolically,negative
diametrically,negative
diappointed,negative
diatribe,negative
diatribes,negative
dick,negative
dictator,negative
dictatorial,negative
die,negative
die-hard,negative
died,negative
dies,negative
difficult,negative
difficulties,negative
difficulty,negative
diffidence,negative
dilapidated,negative
dilemma,negative
dilly-dally,negative
dim,negative
dimmer,negative
din,negative
ding,negative
dings,negative
dinky,negative
dire,negative
direly,negative
direness,negative
dirt,negative
dirtbag,negative
dirtbags,negative
dirts,negative
dirty,negative
disable,negative
disabled,negative
disaccord,negative
disadvantage,negative
disadvantaged,negative
disadvantageous,negative
disadvantages,negative
disaffect,negative
disaffected,negative
disaffirm,negative
disagree,negative
disagreeable,negative
disagreeably,negative
disagreed,negative
disagreeing,negative
disagreement,negative
disagrees,negative
disallow,negative
disapointed,negative
disapointing,negative
disapointment,negative
disappoint,negative
disappointed,negative
disappointing,negative
disappointingly,negative
disappointment,negative
disappointments,negative
disappoints,negative
disapprobation,negative
disapproval,negative
disapprove,negative
disapproving,negative
disarm,negative
disarray,negative
disaster,negative
disasterous,negative
disastrous,negative
disastrously,negative
disavow,negative
disavowal,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
disclaim,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfort,negative
discompose,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinued,negative
discontinuity,negative
discontinuous,negative
discord,negative
discordance,negative
discordant,negative
discountenance,negative
discourage,negative
discouragement,negative
discouraging,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discoutinous,negative
discredit,negative
discrepant,negative
discriminate,negative
discrimination,negative
discriminatory,negative
disdain,negative
disdained,negative
disdainful,negative
disdainfully,negative
disfavor,negative
disgrace,negative
disgraced,negative
disgraceful,negative
disgracefully,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartening,negative
dishearteningly,negative
dishonest,negative
dishonestly,negative
dishonesty,negative
dishonor,negative
dishonorable,negative
dishonorablely,negative
disillusion,negative
disillusioned,negative
disillusionment,negative
disillusions,negative
disinclination,negative
disinclined,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disintegrated,negative
disintegrates,negative
disintegration,negative
disinterest,negative
disinterested,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dislocated,negative
disloyal,negative
disloyalty,negative
dismal,negative
dismally,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disoobedient,negative
disorder,negative
disordered,negative
disorderly,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
disparage,negative
disparaging,negative
disparagingly,negative
dispensable,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displace,negative
displaced,negative
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
disproportionate,negative
disprove,negative
disputable,negative
dispute,negative
disputed,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregard,negative
disregardful,negative
disreputable,negative
disrepute,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
disrupt,negative
disruption,negative
disruptive,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfaction,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissed,negative
dissemble,negative
dissembler,negative
dissension,negative
dissent,negative
dissenter,negative
dissention,negative
disservice,negative
disses,negative
dissidence,negative
